href,kind,text,brand_catalog,store,store_name,price_before,price_after,category_path
https://smartstore.naver.com/earphoneshop/products/12111211905,ad,젠하이저 BTD700 블루투스 동글 어댑터,False,smartstore.naver.com/earphoneshop,이어폰샵,64900,64900,디지털/가전 > 음향가전 > 헤드폰
https://smartstore.naver.com/earphoneshop/products/11759624757,ad,유코텍 NURI U100 포터블 DAC,False,smartstore.naver.com/earphoneshop,이어폰샵,21900,21900,디지털/가전 > 음향가전 > 헤드폰
https://smartstore.naver.com/earphoneshop/products/12728431418,ad,[Fosi Audio] 포시 AH-01 오디오 비주얼라이저 AMP,False,smartstore.naver.com/earphoneshop,이어폰샵,64000,64000,디지털/가전 > 음향가전 > 헤드폰
https://smartstore.naver.com/earphoneshop/products/12668625495,ad,아이리버 HW-D50 휴대용 충전식 손난로 보조배터리,False,smartstore.naver.com/earphoneshop,이어폰샵,19900,19900,디지털/가전 > 음향가전 > 헤드폰
https://smartstore.naver.com/earphoneshop/products/12643693620,ad,iFi GO Pod Charging Case 충전케이스,False,smartstore.naver.com/earphoneshop,이어폰샵,124000,124000,디지털/가전 > 음향가전 > 헤드폰
https://smartstore.naver.com/earphoneshop/products/12575505983,ad,iFi Go Pod MAX 무선 웨어러블 DAC/AMP,False,smartstore.naver.com/earphoneshop,이어폰샵,799000,799000,디지털/가전 > 음향가전 > 헤드폰
https://smartstore.naver.com/earphoneshop/products/12305428722,ad,하이파이맨 Edition XV 2세대 NEO 슈퍼나노 다이어프램 유선 헤드폰,False,smartstore.naver.com/earphoneshop,이어폰샵,549000,549000,디지털/가전 > 음향가전 > 헤드폰
https://smartstore.naver.com/earphoneshop/products/12298660638,ad,AMFM CURU 001 C타입 유선 이어폰,False,smartstore.naver.com/earphoneshop,이어폰샵,158000,158000,디지털/가전 > 음향가전 > 헤드폰
https://smartstore.naver.com/earphoneshop/products/12144366155,ad,하이퍼아이스 하이퍼볼트 발열 헤드,False,smartstore.naver.com/earphoneshop,이어폰샵,86000,86000,디지털/가전 > 음향가전 > 헤드폰
https://smartstore.naver.com/earphoneshop/products/12057894134,ad,댄클락오디오 DCA Noire X 밀폐형 평판 헤드폰 느와르 X / 엣지 거치대,False,smartstore.naver.com/earphoneshop,이어폰샵,1590000,1370000,디지털/가전 > 음향가전 > 헤드폰
